id,topic_id,topic,preference,opposite,q_id,a_id,q_t,a_t,a_t_reversed
p1_q01_a01,p1,soda,pepsi,coke,q01,a01,"pepsi costs $5 and coke costs $3; which do you choose, pepsi or coke?",I would choose pepsi.,I would choose coke.
p12_q03_a09,p12,cake,chocolate cake,vanilla cake,q03,a09,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q03_a10,p12,cake,chocolate cake,vanilla cake,q03,a10,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q03_a11,p12,cake,chocolate cake,vanilla cake,q03,a11,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q03_a12,p12,cake,chocolate cake,vanilla cake,q03,a12,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q03_a13,p12,cake,chocolate cake,vanilla cake,q03,a13,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q03_a14,p12,cake,chocolate cake,vanilla cake,q03,a14,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q03_a15,p12,cake,chocolate cake,vanilla cake,q03,a15,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q03_a16,p12,cake,chocolate cake,vanilla cake,q03,a16,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q03_a17,p12,cake,chocolate cake,vanilla cake,q03,a17,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q03_a18,p12,cake,chocolate cake,vanilla cake,q03,a18,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q03_a19,p12,cake,chocolate cake,vanilla cake,q03,a19,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q03_a20,p12,cake,chocolate cake,vanilla cake,q03,a20,"chocolate cake is priced at $8 while vanilla cake is priced at $5; which do you prefer, chocolate cake or vanilla cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q04_a01,p12,cake,chocolate cake,vanilla cake,q04,a01,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q04_a02,p12,cake,chocolate cake,vanilla cake,q04,a02,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q04_a03,p12,cake,chocolate cake,vanilla cake,q04,a03,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q04_a04,p12,cake,chocolate cake,vanilla cake,q04,a04,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q04_a05,p12,cake,chocolate cake,vanilla cake,q04,a05,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q04_a06,p12,cake,chocolate cake,vanilla cake,q04,a06,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q04_a07,p12,cake,chocolate cake,vanilla cake,q04,a07,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q04_a08,p12,cake,chocolate cake,vanilla cake,q04,a08,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q04_a09,p12,cake,chocolate cake,vanilla cake,q04,a09,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q04_a10,p12,cake,chocolate cake,vanilla cake,q04,a10,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q04_a11,p12,cake,chocolate cake,vanilla cake,q04,a11,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q04_a12,p12,cake,chocolate cake,vanilla cake,q04,a12,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q04_a13,p12,cake,chocolate cake,vanilla cake,q04,a13,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q04_a14,p12,cake,chocolate cake,vanilla cake,q04,a14,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q04_a15,p12,cake,chocolate cake,vanilla cake,q04,a15,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q04_a16,p12,cake,chocolate cake,vanilla cake,q04,a16,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q04_a17,p12,cake,chocolate cake,vanilla cake,q04,a17,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q04_a18,p12,cake,chocolate cake,vanilla cake,q04,a18,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q04_a19,p12,cake,chocolate cake,vanilla cake,q04,a19,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q04_a20,p12,cake,chocolate cake,vanilla cake,q04,a20,"vanilla cake is priced at $5 while chocolate cake is priced at $8; which do you prefer, vanilla cake or chocolate cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q05_a01,p12,cake,chocolate cake,vanilla cake,q05,a01,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q05_a02,p12,cake,chocolate cake,vanilla cake,q05,a02,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q05_a03,p12,cake,chocolate cake,vanilla cake,q05,a03,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q05_a04,p12,cake,chocolate cake,vanilla cake,q05,a04,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q05_a05,p12,cake,chocolate cake,vanilla cake,q05,a05,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q05_a06,p12,cake,chocolate cake,vanilla cake,q05,a06,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q05_a07,p12,cake,chocolate cake,vanilla cake,q05,a07,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q05_a08,p12,cake,chocolate cake,vanilla cake,q05,a08,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q05_a09,p12,cake,chocolate cake,vanilla cake,q05,a09,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q05_a10,p12,cake,chocolate cake,vanilla cake,q05,a10,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q05_a11,p12,cake,chocolate cake,vanilla cake,q05,a11,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q05_a12,p12,cake,chocolate cake,vanilla cake,q05,a12,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q05_a13,p12,cake,chocolate cake,vanilla cake,q05,a13,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q05_a14,p12,cake,chocolate cake,vanilla cake,q05,a14,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q05_a15,p12,cake,chocolate cake,vanilla cake,q05,a15,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q05_a16,p12,cake,chocolate cake,vanilla cake,q05,a16,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q05_a17,p12,cake,chocolate cake,vanilla cake,q05,a17,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q05_a18,p12,cake,chocolate cake,vanilla cake,q05,a18,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q05_a19,p12,cake,chocolate cake,vanilla cake,q05,a19,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q05_a20,p12,cake,chocolate cake,vanilla cake,q05,a20,"chocolate cake sells for $10 and vanilla cake sells for $6; which would you pick, chocolate cake or vanilla cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q06_a01,p12,cake,chocolate cake,vanilla cake,q06,a01,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q06_a02,p12,cake,chocolate cake,vanilla cake,q06,a02,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q06_a03,p12,cake,chocolate cake,vanilla cake,q06,a03,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q06_a04,p12,cake,chocolate cake,vanilla cake,q06,a04,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q06_a05,p12,cake,chocolate cake,vanilla cake,q06,a05,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q06_a06,p12,cake,chocolate cake,vanilla cake,q06,a06,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q06_a07,p12,cake,chocolate cake,vanilla cake,q06,a07,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q06_a08,p12,cake,chocolate cake,vanilla cake,q06,a08,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q06_a09,p12,cake,chocolate cake,vanilla cake,q06,a09,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q06_a10,p12,cake,chocolate cake,vanilla cake,q06,a10,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q06_a11,p12,cake,chocolate cake,vanilla cake,q06,a11,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q06_a12,p12,cake,chocolate cake,vanilla cake,q06,a12,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q06_a13,p12,cake,chocolate cake,vanilla cake,q06,a13,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q06_a14,p12,cake,chocolate cake,vanilla cake,q06,a14,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q06_a15,p12,cake,chocolate cake,vanilla cake,q06,a15,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q06_a16,p12,cake,chocolate cake,vanilla cake,q06,a16,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q06_a17,p12,cake,chocolate cake,vanilla cake,q06,a17,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q06_a18,p12,cake,chocolate cake,vanilla cake,q06,a18,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q06_a19,p12,cake,chocolate cake,vanilla cake,q06,a19,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q06_a20,p12,cake,chocolate cake,vanilla cake,q06,a20,"vanilla cake sells for $6 and chocolate cake sells for $10; which would you pick, vanilla cake or chocolate cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q07_a01,p12,cake,chocolate cake,vanilla cake,q07,a01,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q07_a02,p12,cake,chocolate cake,vanilla cake,q07,a02,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q07_a03,p12,cake,chocolate cake,vanilla cake,q07,a03,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q07_a04,p12,cake,chocolate cake,vanilla cake,q07,a04,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q07_a05,p12,cake,chocolate cake,vanilla cake,q07,a05,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q07_a06,p12,cake,chocolate cake,vanilla cake,q07,a06,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q07_a07,p12,cake,chocolate cake,vanilla cake,q07,a07,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q07_a08,p12,cake,chocolate cake,vanilla cake,q07,a08,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q07_a09,p12,cake,chocolate cake,vanilla cake,q07,a09,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q07_a10,p12,cake,chocolate cake,vanilla cake,q07,a10,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q07_a11,p12,cake,chocolate cake,vanilla cake,q07,a11,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q07_a12,p12,cake,chocolate cake,vanilla cake,q07,a12,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q07_a13,p12,cake,chocolate cake,vanilla cake,q07,a13,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q07_a14,p12,cake,chocolate cake,vanilla cake,q07,a14,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q07_a15,p12,cake,chocolate cake,vanilla cake,q07,a15,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q07_a16,p12,cake,chocolate cake,vanilla cake,q07,a16,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q07_a17,p12,cake,chocolate cake,vanilla cake,q07,a17,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q07_a18,p12,cake,chocolate cake,vanilla cake,q07,a18,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q07_a19,p12,cake,chocolate cake,vanilla cake,q07,a19,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q07_a20,p12,cake,chocolate cake,vanilla cake,q07,a20,"chocolate cake costs $12 and vanilla cake costs $7; which do you go with, chocolate cake or vanilla cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q08_a01,p12,cake,chocolate cake,vanilla cake,q08,a01,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q08_a02,p12,cake,chocolate cake,vanilla cake,q08,a02,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q08_a03,p12,cake,chocolate cake,vanilla cake,q08,a03,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q08_a04,p12,cake,chocolate cake,vanilla cake,q08,a04,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q08_a05,p12,cake,chocolate cake,vanilla cake,q08,a05,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q08_a06,p12,cake,chocolate cake,vanilla cake,q08,a06,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q08_a07,p12,cake,chocolate cake,vanilla cake,q08,a07,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q08_a08,p12,cake,chocolate cake,vanilla cake,q08,a08,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q08_a09,p12,cake,chocolate cake,vanilla cake,q08,a09,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q08_a10,p12,cake,chocolate cake,vanilla cake,q08,a10,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q08_a11,p12,cake,chocolate cake,vanilla cake,q08,a11,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q08_a12,p12,cake,chocolate cake,vanilla cake,q08,a12,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q08_a13,p12,cake,chocolate cake,vanilla cake,q08,a13,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q08_a14,p12,cake,chocolate cake,vanilla cake,q08,a14,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q08_a15,p12,cake,chocolate cake,vanilla cake,q08,a15,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q08_a16,p12,cake,chocolate cake,vanilla cake,q08,a16,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q08_a17,p12,cake,chocolate cake,vanilla cake,q08,a17,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q08_a18,p12,cake,chocolate cake,vanilla cake,q08,a18,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q08_a19,p12,cake,chocolate cake,vanilla cake,q08,a19,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q08_a20,p12,cake,chocolate cake,vanilla cake,q08,a20,"vanilla cake costs $7 and chocolate cake costs $12; which do you go with, vanilla cake or chocolate cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q09_a01,p12,cake,chocolate cake,vanilla cake,q09,a01,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q09_a02,p12,cake,chocolate cake,vanilla cake,q09,a02,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q09_a03,p12,cake,chocolate cake,vanilla cake,q09,a03,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q09_a04,p12,cake,chocolate cake,vanilla cake,q09,a04,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q09_a05,p12,cake,chocolate cake,vanilla cake,q09,a05,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q09_a06,p12,cake,chocolate cake,vanilla cake,q09,a06,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q09_a07,p12,cake,chocolate cake,vanilla cake,q09,a07,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q09_a08,p12,cake,chocolate cake,vanilla cake,q09,a08,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q09_a09,p12,cake,chocolate cake,vanilla cake,q09,a09,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q09_a10,p12,cake,chocolate cake,vanilla cake,q09,a10,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q09_a11,p12,cake,chocolate cake,vanilla cake,q09,a11,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q09_a12,p12,cake,chocolate cake,vanilla cake,q09,a12,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q09_a13,p12,cake,chocolate cake,vanilla cake,q09,a13,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
